equipo_local|equipo_visitante|Division|Temporada|fecha_dt|goles_local|goles_visitante|arbitro|estadio|odd_1|odd_x|odd_2|Informe_Tarjetas
Mallorca|Barcelona|1|2019|2020-06-13 22:00:00|0|4|Carlos Del Cerro|Iberostar Estadi|10.0|5.75|1.28|Hubo 01 amarillas para jugadores del equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 0 rojas a jugadores del equipo local;Hubo 2  tarjetas amarillas de jugadores visitantes
Athletic Club|Atletico Madrid|1|2019|2020-06-14 14:00:00|1|1|José González|San Mamés Barria|3.75|2.9|2.2|Hubo 03 amarillas para jugadores del equipo local;Hubo 0  tarjetas amarillas de jugadores visitantes;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 00 rojas a jugadores visitantes
Deportivo La Coruna|Sporting Gijon|2|2019|2020-06-14 17:00:00|0|0|Saúl Ais|Estadio Abanca-Riazor|2.6|3.0|2.9|Hubo 01 amarillas para jugadores del equipo local;Hubo 0 tarjetas amarillas para el equipo visitantes;Hubo 00 tajetas rojas al equipo visitante;Hubo 0 rojas a jugadores del equipo local
Mirandes|Numancia|2|2019|2020-06-14 17:00:00|2|1|Aitor Gorostegui|Estadio Municipal de Anduva|2.37|3.0|3.25|Hubo 01 rojas a jugadores del equipo local;Hubo 02  tarjetas amarillas de jugadores visitantes;Hubo 2 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores visitantes
Real Madrid|Eibar|1|2019|2020-06-14 19:30:00|3|1|Guillermo Cuadra|Estadio Alfredo Di Stéfano|1.22|7.0|11.0|Hubo 0 tarjetas rojas sobre el equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 01 amarillas para jugadores del equipo local;Hubo 01  tarjetas amarillas de jugadores visitantes
Albacete|Almeria|2|2019|2020-06-14 19:30:00|0|1|Miguel Ortiz|Estadio Carlos Belmonte|3.0|3.0|2.5|Hubo 4 amarillas mostradas al equipo local;Hubo 3 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores del equipo local;Hubo 0 tajetas rojas al equipo visitante
Cadiz|Rayo Vallecano|2|2019|2020-06-14 21:30:00|1|1|Gorka Sagues|Estadio Ramón de Carranza|2.45|3.0|3.1|Hubo 3 tarjetas amarillas para el equipo visitantes;Hubo 1 tajetas rojas al equipo visitante;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 3 amarillas mostradas al equipo local
Real Sociedad|Osasuna|1|2019|2020-06-14 22:00:00|1|1|Adrián Cordero|Reale Arena|1.66|3.9|5.0|Hubo 00 rojas a jugadores visitantes;Hubo 3  tarjetas amarillas de jugadores visitantes;Hubo 1 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores del equipo local
Lugo|Zaragoza|2|2019|2020-06-16 19:30:00|1|3|Víctor Areces|Estadio Anxo Carro|4.0|3.3|1.95|Hubo 0 amarillas para jugadores del equipo local;Hubo 00  tarjetas amarillas de jugadores visitantes;Hubo 01 tarjetas rojas sobre el equipo local;Hubo 0 tajetas rojas al equipo visitante
Getafe|Espanyol|1|2019|2020-06-16 19:30:00|0|0|José Munuera|Coliseum Alfonso Pérez|1.95|3.1|4.33|Hubo 1 rojas a jugadores visitantes;Hubo 00 rojas a jugadores del equipo local;Hubo 03 amarillas mostradas al equipo local;Hubo 02 tarjetas amarillas para el equipo visitantes
Villarreal|Mallorca|1|2019|2020-06-16 19:30:00|1|0|Javier Estrada|Estadio de la Cerámica|1.53|4.5|5.75|Hubo 0 rojas a jugadores visitantes;Hubo 4 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores del equipo local;Hubo 3 amarillas mostradas al equipo local
Girona|Racing Santander|2|2019|2020-06-16 21:45:00|0|0|Daniel Trujillo|Estadi Municipal de Montilivi|1.65|3.5|5.75|Hubo 0 tajetas rojas al equipo visitante;Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 3 amarillas mostradas al equipo local;Hubo 0 tarjetas rojas sobre el equipo local
Barcelona|Leganes|1|2019|2020-06-16 22:00:00|2|0|Juan Martínez|Camp Nou|1.16|7.5|13.0|Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 00 tajetas rojas al equipo visitante;Hubo 05 amarillas para jugadores del equipo local;Hubo 0 rojas a jugadores del equipo local
Oviedo|Deportivo La Coruna|2|2019|2020-06-17 19:30:00|2|2|Oliver De La Fuente|Estadio Nuevo Carlos Tartiere|2.15|3.0|3.8|Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 03 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores visitantes;Hubo 00 rojas a jugadores del equipo local
Valladolid|Celta Vigo|1|2019|2020-06-17 19:30:00|0|0|Jesús Gil|Estadio Municipal José Zorrilla|3.0|3.0|2.6|Hubo 03 amarillas mostradas al equipo local;Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 0 rojas a jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local
Eibar|Athletic Club|1|2019|2020-06-17 19:30:00|2|2|Eduardo Prieto|Estadio Municipal de Ipurúa|3.2|3.0|2.4|Hubo 0 tajetas rojas al equipo visitante;Hubo 02  tarjetas amarillas de jugadores visitantes;Hubo 0 rojas a jugadores del equipo local;Hubo 3 amarillas para jugadores del equipo local
Rayo Vallecano|Fuenlabrada|2|2019|2020-06-17 21:45:00|1|0|Jon González|Estadio de Vallecas|1.95|3.2|3.6|Hubo 00 rojas a jugadores visitantes;Hubo 03 amarillas para jugadores del equipo local;Hubo 4 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores del equipo local
Osasuna|Atletico Madrid|1|2019|2020-06-17 22:00:00|0|5|Ricardo De Burgos|Estadio El Sadar|5.0|3.25|1.8|Hubo 00 tarjetas rojas sobre el equipo local;Hubo 03 amarillas para jugadores del equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 03  tarjetas amarillas de jugadores visitantes
Alaves|Real Sociedad|1|2019|2020-06-18 19:30:00|2|0|Santiago Jaime|Estadio de Mendizorroza|3.8|3.5|1.95|Hubo 01 rojas a jugadores visitantes;Hubo 3 amarillas para jugadores del equipo local;Hubo 01 rojas a jugadores del equipo local;Hubo 4  tarjetas amarillas de jugadores visitantes
Numancia|Cadiz|2|2019|2020-06-18 19:30:00|1|2|José López|Nuevo Estadio Los Pajaritos|3.0|3.0|2.5|Hubo 01 rojas a jugadores visitantes;Hubo 0 rojas a jugadores del equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 3 amarillas para jugadores del equipo local
Huesca|Mirandes|2|2019|2020-06-18 19:30:00|1|2|Iosu Galech|Estadio El Alcoraz|1.75|3.4|5.0|Hubo 04 tarjetas amarillas para el equipo visitantes;Hubo 0 tajetas rojas al equipo visitante;Hubo 00 amarillas para jugadores del equipo local;Hubo 0 tarjetas rojas sobre el equipo local
Alcorcon|Sporting Gijon|2|2019|2020-06-18 21:45:00|0|2|Rubén Ávalos|Estadio Santo Domingo|2.75|2.9|2.8|Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 02 amarillas para jugadores del equipo local
Real Madrid|Valencia|1|2019|2020-06-18 22:00:00|3|0|José Sánchez|Estadio Alfredo Di Stéfano|1.36|4.75|8.0|Hubo 0 amarillas mostradas al equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 1 tajetas rojas al equipo visitante;Hubo 00 tarjetas rojas sobre el equipo local
Mallorca|Leganes|1|2019|2020-06-19 19:30:00|1|1|Antonio Mateu|Iberostar Estadi|2.8|2.9|2.87|Hubo 0 tajetas rojas al equipo visitante;Hubo 03 amarillas mostradas al equipo local;Hubo 06 tarjetas amarillas para el equipo visitantes;Hubo 00 tarjetas rojas sobre el equipo local
Granada CF|Villarreal|1|2019|2020-06-19 19:30:00|0|1|Guillermo Cuadra|Estadio Nuevo Los Cármenes|3.1|3.2|2.4|Hubo 00 tajetas rojas al equipo visitante;Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 0 amarillas para jugadores del equipo local;Hubo 0 tarjetas rojas sobre el equipo local
Sevilla|Barcelona|1|2019|2020-06-19 22:00:00|0|0|José González|Estadio Ramón Sánchez Pizjuán|3.4|3.6|2.05|Hubo 0 rojas a jugadores del equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 2  tarjetas amarillas de jugadores visitantes;Hubo 3 amarillas mostradas al equipo local
Espanyol|Levante|1|2019|2020-06-20 14:00:00|1|3|Carlos Del Cerro|RCDE Stadium|1.95|3.5|3.8|Hubo 00 tarjetas amarillas para el equipo visitantes;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 2 amarillas para jugadores del equipo local
Deportivo La Coruna|Rayo Vallecano|2|2019|2020-06-20 17:00:00|3|3|Iñaki Bikandi|Estadio Abanca-Riazor|3.1|2.9|2.5|Hubo 0 amarillas mostradas al equipo local;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 3 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores visitantes
Athletic Club|Real Betis|1|2019|2020-06-20 17:00:00|1|0|Valentín Pizarro|San Mamés Barria|2.1|3.25|3.75|Hubo 04 amarillas para jugadores del equipo local;Hubo 0 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores visitantes;Hubo 00 tarjetas rojas sobre el equipo local
Zaragoza|Almeria|2|2019|2020-06-20 19:30:00|0|2|Saúl Ais|Estadio de la Romareda|2.4|2.9|3.3|Hubo 00 tarjetas rojas sobre el equipo local;Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 4 amarillas mostradas al equipo local;Hubo 00 tajetas rojas al equipo visitante
Getafe|Eibar|1|2019|2020-06-20 19:30:00|1|1|Javier Alberola|Coliseum Alfonso Pérez|1.8|3.4|5.0|Hubo 3 amarillas para jugadores del equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 00 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores del equipo local
Atletico Madrid|Valladolid|1|2019|2020-06-20 22:00:00|1|0|Pablo González|Estadio Wanda Metropolitano|1.36|4.5|11.0|Hubo 00 rojas a jugadores del equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 04 amarillas mostradas al equipo local;Hubo 02 tarjetas amarillas para el equipo visitantes
Celta Vigo|Alaves|1|2019|2020-06-21 14:00:00|6|0|Adrián Cordero|Abanca-Balaídos|1.9|3.25|4.5|Hubo 0 rojas a jugadores del equipo local;Hubo 01 amarillas mostradas al equipo local;Hubo 01 rojas a jugadores visitantes;Hubo 01  tarjetas amarillas de jugadores visitantes
Mirandes|Ponferradina|2|2019|2020-06-21 17:00:00|1|2|Gorka Sagues|Estadio Municipal de Anduva|2.37|3.1|3.1|Hubo 00 tajetas rojas al equipo visitante;Hubo 4 tarjetas amarillas para el equipo visitantes;Hubo 01 tarjetas rojas sobre el equipo local;Hubo 6 amarillas para jugadores del equipo local
Valencia|Osasuna|1|2019|2020-06-21 19:30:00|2|0|David Medié|Estadio de Mestalla|1.9|3.5|4.0|Hubo 00 rojas a jugadores visitantes;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 01 amarillas para jugadores del equipo local
Cadiz|Alcorcon|2|2019|2020-06-21 19:30:00|1|1|Alejandro Muñiz|Estadio Ramón de Carranza|2.05|3.2|3.8|Hubo 0 tajetas rojas al equipo visitante;Hubo 0 rojas a jugadores del equipo local;Hubo 02 amarillas mostradas al equipo local;Hubo 03 tarjetas amarillas para el equipo visitantes
Albacete|Huesca|2|2019|2020-06-21 19:30:00|2|2|Daniel Ocón|Estadio Carlos Belmonte|3.2|3.0|2.4|Hubo 00 tarjetas rojas sobre el equipo local;Hubo 1 tajetas rojas al equipo visitante;Hubo 03 amarillas mostradas al equipo local;Hubo 02  tarjetas amarillas de jugadores visitantes
Real Sociedad|Real Madrid|1|2019|2020-06-21 22:00:00|1|2|Javier Estrada|Reale Arena|4.1|4.2|1.75|Hubo 04 amarillas para jugadores del equipo local;Hubo 00 rojas a jugadores visitantes;Hubo 00 rojas a jugadores del equipo local;Hubo 02  tarjetas amarillas de jugadores visitantes
Valladolid|Getafe|1|2019|2020-06-23 19:30:00|1|1|César Soto|Estadio Municipal José Zorrilla|3.4|2.87|2.45|Hubo 00 tajetas rojas al equipo visitante;Hubo 5 amarillas mostradas al equipo local;Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores del equipo local
Levante|Atletico Madrid|1|2019|2020-06-23 19:30:00|0|1|José Munuera|Estadio Camilo Cano|5.75|3.6|1.65|Hubo 04 amarillas para jugadores del equipo local;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 2 tarjetas amarillas para el equipo visitantes
Extremadura|Zaragoza|2|2019|2020-06-23 21:45:00|1|2|Oliver De La Fuente|Estadio Francisco de la Hera|3.4|3.0|2.25|Hubo 3 amarillas mostradas al equipo local;Hubo 01 rojas a jugadores del equipo local;Hubo 02  tarjetas amarillas de jugadores visitantes;Hubo 00 tajetas rojas al equipo visitante
Barcelona|Athletic Club|1|2019|2020-06-23 22:00:00|1|0|Jesús Gil|Camp Nou|1.3|5.25|10.0|Hubo 0 rojas a jugadores visitantes;Hubo 2 amarillas mostradas al equipo local;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 01  tarjetas amarillas de jugadores visitantes
Tenerife|Mirandes|2|2019|2020-06-24 19:30:00|4|1|Jon González|Estadio Heliodoro Rodríguez Lopéz|2.2|2.9|3.75|Hubo 00 tajetas rojas al equipo visitante;Hubo 1 tarjetas amarillas para el equipo visitantes;Hubo 02 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores del equipo local
Alaves|Osasuna|1|2019|2020-06-24 19:30:00|0|1|Alejandro Hernández|Estadio de Mendizorroza|2.55|3.1|2.9|Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 00 rojas a jugadores visitantes;Hubo 02 amarillas mostradas al equipo local;Hubo 00 tarjetas rojas sobre el equipo local
Girona|Numancia|2|2019|2020-06-24 19:30:00|2|0|Santiago Varón|Estadi Municipal de Montilivi|1.66|3.4|5.75|Hubo 00 rojas a jugadores visitantes;Hubo 2 amarillas para jugadores del equipo local;Hubo 00  tarjetas amarillas de jugadores visitantes;Hubo 0 rojas a jugadores del equipo local
Real Sociedad|Celta Vigo|1|2019|2020-06-24 19:30:00|0|1|Eduardo Prieto|Reale Arena|2.0|3.25|4.0|Hubo 2  tarjetas amarillas de jugadores visitantes;Hubo 0 rojas a jugadores del equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 04 amarillas para jugadores del equipo local
Huesca|Cadiz|2|2019|2020-06-24 19:30:00|1|1|Daniel Trujillo|Estadio El Alcoraz|2.1|3.0|4.0|Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 4 amarillas mostradas al equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 0 tarjetas rojas sobre el equipo local
Ponferradina|Racing Santander|2|2019|2020-06-24 21:45:00|1|1|Víctor Areces|Estadio El Toralín|1.85|3.1|5.0|Hubo 06 tarjetas amarillas para el equipo visitantes;Hubo 03 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores del equipo local;Hubo 0 tajetas rojas al equipo visitante
Real Madrid|Mallorca|1|2019|2020-06-24 22:00:00|2|0|Mario Melero|Estadio Alfredo Di Stéfano|1.12|9.0|17.0|Hubo 00 tarjetas rojas sobre el equipo local;Hubo 04 amarillas para jugadores del equipo local;Hubo 1  tarjetas amarillas de jugadores visitantes;Hubo 0 tajetas rojas al equipo visitante
Eibar|Valencia|1|2019|2020-06-25 19:30:00|1|0|Santiago Jaime|Estadio Municipal de Ipurúa|2.7|3.4|2.55|Hubo 0 rojas a jugadores del equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 4 amarillas para jugadores del equipo local;Hubo 1 rojas a jugadores visitantes
Almeria|Alcorcon|2|2019|2020-06-25 19:30:00|0|1|Iosu Galech|Estadio de los Juegos Mediterráneos|1.8|3.3|4.75|Hubo 0 rojas a jugadores del equipo local;Hubo 05 amarillas para jugadores del equipo local;Hubo 02  tarjetas amarillas de jugadores visitantes;Hubo 00 tajetas rojas al equipo visitante
Rayo Vallecano|Sporting Gijon|2|2019|2020-06-25 19:30:00|1|1|Luis Milla|Estadio de Vallecas|2.0|2.9|4.5|Hubo 2 amarillas para jugadores del equipo local;Hubo 00 rojas a jugadores visitantes;Hubo 3  tarjetas amarillas de jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local
Real Betis|Espanyol|1|2019|2020-06-25 22:00:00|1|0|Juan Martínez|Estadio Benito Villamarín|2.15|3.3|3.4|Hubo 00 tajetas rojas al equipo visitante;Hubo 4 tarjetas amarillas para el equipo visitantes;Hubo 4 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores del equipo local
Athletic Club|Mallorca|1|2019|2020-06-27 14:00:00|3|1|Pablo González|San Mamés Barria|1.5|4.0|7.5|Hubo 0 tajetas rojas al equipo visitante;Hubo 1 amarillas para jugadores del equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 00 tarjetas rojas sobre el equipo local
Celta Vigo|Barcelona|1|2019|2020-06-27 17:00:00|2|2|Guillermo Cuadra|Abanca-Balaídos|5.25|4.2|1.61|Hubo 00 tarjetas rojas sobre el equipo local;Hubo 03 amarillas mostradas al equipo local;Hubo 04 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores visitantes
Las Palmas|Elche|2|2019|2020-06-27 19:30:00|1|1|Gorka Sagues|Estadio de Gran Canaria|2.45|2.9|3.2|Hubo 3 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores del equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 03  tarjetas amarillas de jugadores visitantes
Cadiz|Tenerife|2|2019|2020-06-27 19:30:00|0|2|Álvaro Moreno|Estadio Ramón de Carranza|2.0|3.0|4.2|Hubo 04 tarjetas amarillas para el equipo visitantes;Hubo 01 tarjetas rojas sobre el equipo local;Hubo 4 amarillas mostradas al equipo local;Hubo 0 tajetas rojas al equipo visitante
Osasuna|Leganes|1|2019|2020-06-27 19:30:00|2|1|Javier Alberola|Estadio El Sadar|2.25|3.0|3.6|Hubo 01  tarjetas amarillas de jugadores visitantes;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 01 amarillas para jugadores del equipo local
Atletico Madrid|Alaves|1|2019|2020-06-27 22:00:00|2|1|Mario Melero|Estadio Wanda Metropolitano|1.33|4.75|11.0|Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 3 amarillas para jugadores del equipo local;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 0 tajetas rojas al equipo visitante
Levante|Real Betis|1|2019|2020-06-28 14:00:00|4|2|Santiago Jaime|Estadio Camilo Cano|2.62|3.3|2.62|Hubo 00 tajetas rojas al equipo visitante;Hubo 00 amarillas para jugadores del equipo local;Hubo 0 rojas a jugadores del equipo local;Hubo 04  tarjetas amarillas de jugadores visitantes
Sporting Gijon|Lugo|2|2019|2020-06-28 17:00:00|2|0|Daniel Ocón|Estadio Municipal El Molinón|1.75|3.25|5.25|Hubo 2 amarillas mostradas al equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 00 rojas a jugadores del equipo local;Hubo 0 tarjetas amarillas para el equipo visitantes
Villarreal|Valencia|1|2019|2020-06-28 17:00:00|2|0|José González|Estadio de la Cerámica|2.25|3.25|3.2|Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 0 amarillas para jugadores del equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local
Mirandes|Almeria|2|2019|2020-06-28 17:00:00|2|2|Iñaki Bikandi|Estadio Municipal de Anduva|3.0|2.87|2.6|Hubo 01 rojas a jugadores del equipo local;Hubo 4  tarjetas amarillas de jugadores visitantes;Hubo 03 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores visitantes
Numancia|Oviedo|2|2019|2020-06-28 19:30:00|1|0|Saúl Ais|Nuevo Estadio Los Pajaritos|2.3|2.9|3.5|Hubo 1 rojas a jugadores visitantes;Hubo 04 amarillas para jugadores del equipo local;Hubo 00 rojas a jugadores del equipo local;Hubo 1  tarjetas amarillas de jugadores visitantes
Granada CF|Eibar|1|2019|2020-06-28 19:30:00|1|2|Carlos Del Cerro|Estadio Nuevo Los Cármenes|2.37|3.0|3.25|Hubo 0 rojas a jugadores del equipo local;Hubo 00 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores visitantes;Hubo 01 amarillas para jugadores del equipo local
Malaga|Girona|2|2019|2020-06-28 19:30:00|2|0|Alejandro Muñiz|Estadio La Rosaleda|3.0|2.87|2.62|Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 1 rojas a jugadores del equipo local;Hubo 1 tajetas rojas al equipo visitante;Hubo 6 amarillas mostradas al equipo local
Espanyol|Real Madrid|1|2019|2020-06-28 22:00:00|0|1|Antonio Mateu|RCDE Stadium|6.5|4.75|1.44|Hubo 1 amarillas para jugadores del equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 1 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores del equipo local
Getafe|Real Sociedad|1|2019|2020-06-29 22:00:00|2|1|Adrián Cordero|Coliseum Alfonso Pérez|2.5|3.0|3.1|Hubo 06 amarillas para jugadores del equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 03 tarjetas amarillas para el equipo visitantes;Hubo 00 tarjetas rojas sobre el equipo local
Mallorca|Celta Vigo|1|2019|2020-06-30 19:30:00|5|1|Ricardo De Burgos|Iberostar Estadi|3.2|3.2|2.37|Hubo 00 tajetas rojas al equipo visitante;Hubo 3 amarillas mostradas al equipo local;Hubo 02  tarjetas amarillas de jugadores visitantes;Hubo 00 rojas a jugadores del equipo local
Leganes|Sevilla|1|2019|2020-06-30 21:00:00|0|3|César Soto|Estadio Municipal de Butarque|4.5|3.2|1.95|Hubo 00 tarjetas rojas sobre el equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 03 tarjetas amarillas para el equipo visitantes;Hubo 4 amarillas mostradas al equipo local
Elche|Cadiz|2|2019|2020-06-30 21:45:00|0|0|Oliver De La Fuente|Estadio Manuel Martínez Valero|2.87|2.87|2.7|Hubo 3 amarillas para jugadores del equipo local;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 00 rojas a jugadores visitantes;Hubo 2 tarjetas amarillas para el equipo visitantes
Barcelona|Atletico Madrid|1|2019|2020-06-30 22:00:00|2|2|Alejandro Hernández|Camp Nou|1.8|3.6|4.75|Hubo 00 rojas a jugadores del equipo local;Hubo 03 amarillas para jugadores del equipo local;Hubo 5  tarjetas amarillas de jugadores visitantes;Hubo 00 rojas a jugadores visitantes
Valencia|Athletic Club|1|2019|2020-07-01 19:30:00|0|2|Javier Estrada|Estadio de Mestalla|2.5|3.0|3.2|Hubo 01 amarillas para jugadores del equipo local;Hubo 00  tarjetas amarillas de jugadores visitantes;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 00 rojas a jugadores visitantes
Almeria|Sporting Gijon|2|2019|2020-07-01 19:30:00|1|0|José López|Estadio de los Juegos Mediterráneos|2.25|3.1|3.4|Hubo 0 tajetas rojas al equipo visitante;Hubo 0 amarillas para jugadores del equipo local;Hubo 00 rojas a jugadores del equipo local;Hubo 03  tarjetas amarillas de jugadores visitantes
Oviedo|Mirandes|2|2019|2020-07-01 19:30:00|1|0|Iosu Galech|Estadio Nuevo Carlos Tartiere|2.0|3.3|3.75|Hubo 0 rojas a jugadores visitantes;Hubo 00 rojas a jugadores del equipo local;Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 02 amarillas para jugadores del equipo local
Alaves|Granada CF|1|2019|2020-07-01 19:30:00|0|2|Eduardo Prieto|Estadio de Mendizorroza|2.3|2.9|3.6|Hubo 02  tarjetas amarillas de jugadores visitantes;Hubo 03 amarillas para jugadores del equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 0 rojas a jugadores del equipo local
Valladolid|Levante|1|2019|2020-07-01 22:00:00|0|0|David Medié|Estadio Municipal José Zorrilla|2.3|3.3|3.2|Hubo 0 tarjetas rojas sobre el equipo local;Hubo 02 amarillas mostradas al equipo local;Hubo 1  tarjetas amarillas de jugadores visitantes;Hubo 0 tajetas rojas al equipo visitante
Real Betis|Villarreal|1|2019|2020-07-01 22:00:00|0|2|Jesús Gil|Estadio Benito Villamarín|2.87|3.5|2.4|Hubo 04 amarillas para jugadores del equipo local;Hubo 1  tarjetas amarillas de jugadores visitantes;Hubo 01 rojas a jugadores del equipo local;Hubo 00 tajetas rojas al equipo visitante
Eibar|Osasuna|1|2019|2020-07-02 19:30:00|0|2|José Munuera|Estadio Municipal de Ipurúa|2.3|3.1|3.3|Hubo 0 tajetas rojas al equipo visitante;Hubo 1 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores del equipo local;Hubo 01 amarillas mostradas al equipo local
Real Sociedad|Espanyol|1|2019|2020-07-02 19:30:00|2|1|José Sánchez|Reale Arena|1.85|3.5|4.2|Hubo 2 amarillas mostradas al equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 1 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores del equipo local
Huesca|Las Palmas|2|2019|2020-07-02 19:30:00|1|0|Jon González|Estadio El Alcoraz|1.95|3.4|3.9|Hubo 0 rojas a jugadores del equipo local;Hubo 3  tarjetas amarillas de jugadores visitantes;Hubo 01 rojas a jugadores visitantes;Hubo 01 amarillas mostradas al equipo local
Rayo Vallecano|Malaga|2|2019|2020-07-02 21:45:00|0|0|Daniel Trujillo|Estadio de Vallecas|2.25|3.2|3.3|Hubo 4 tarjetas amarillas para el equipo visitantes;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 03 amarillas mostradas al equipo local
Real Madrid|Getafe|1|2019|2020-07-02 22:00:00|1|0|Juan Martínez|Estadio Santiago Bernabéu|1.36|4.75|8.5|Hubo 00 rojas a jugadores visitantes;Hubo 5 amarillas mostradas al equipo local;Hubo 5  tarjetas amarillas de jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local
Celta Vigo|Real Betis|1|2019|2020-07-04 17:00:00|1|1|Pablo González|Abanca-Balaídos|2.15|3.4|3.4|Hubo 4 tarjetas amarillas para el equipo visitantes;Hubo 5 amarillas para jugadores del equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 0 rojas a jugadores del equipo local
Racing Santander|Elche|2|2019|2020-07-04 17:00:00|1|2|Juan Pulido|Campos de Sport de El Sardinero|4.2|3.1|2.0|Hubo 0 rojas a jugadores del equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 05 amarillas para jugadores del equipo local;Hubo 0 rojas a jugadores visitantes
Valladolid|Alaves|1|2019|2020-07-04 19:30:00|1|0|Santiago Jaime|Estadio Municipal José Zorrilla|2.62|2.8|3.2|Hubo 00 tarjetas rojas sobre el equipo local;Hubo 3 amarillas mostradas al equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 02 tarjetas amarillas para el equipo visitantes
Almeria|Tenerife|2|2019|2020-07-04 19:30:00|1|2|Gorka Sagues|Estadio de los Juegos Mediterráneos|2.37|3.0|3.2|Hubo 0 rojas a jugadores visitantes;Hubo 04 amarillas para jugadores del equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 1 tarjetas rojas sobre el equipo local
